geometry,coordinates,OBJECTID,CARTONAME,SUBDIVISION,Shape_Length
LineString,"-78.72404799332665,35.550303597481545,-78.72420489551912,35.55033448089377,-78.7242428160833,35.550339814078704,-78.72427840811065,35.5503432336864,-78.724308172329,35.5503442558338,-78.72434202902312,35.550342901235126,-78.72438056873376,35.55033774159441,-78.72455890297415,35.55029989667578",939,CLAYBROOKE CT,,155.47441635932103
LineString,"-78.74995250919251,35.56208522438371,-78.74979617388746,35.56268512143839,-78.74973682583204,35.56293863358353,-78.74964422520937,35.56337492065679",940,AUTUMN RIVER AVE,,478.3500025979334
LineString,"-78.72637531861605,35.54887777561908,-78.72629738260349,35.548450688711696,-78.72627334883768,35.54830848881701,-78.726261378107,35.54822355641235,-78.7262556796539,35.548182522291484,-78.72625289913,35.54814197159084,-78.72625243849117,35.54810524177844,-78.72625373688878,35.54806660855043,-78.7262573820205,35.54802416404871,-78.72626279685362,35.54797599959302,-78.72627118914163,35.54791067002114,-78.72632141508267,35.547555182174094,-78.72638495545259,35.54708228608769",941,BUCKSHOT LN,,658.1793162650856
LineString,"-78.85083626243411,35.57100651336019,-78.8506704881823,35.57087556071301,-78.85063026604595,35.57083906765588,-78.850595349756,35.570801283092976,-78.8505527458012,35.57074139754323,-78.85052551838537,35.570681409205875,-78.85050548648105,35.57062025428865,-78.85049408334086,35.570561458133014,-78.85048988871662,35.57049561918998,-78.85050183790095,35.57025816354152,-78.85051437443315,35.57004319313541",942,BAREFOOT RD,,385.71165045531535
LineString,"-78.6962372840306,35.6419421887507,-78.6966750681811,35.64154935954082,-78.69679159037184,35.64144590598563,-78.69716090778802,35.64112724698642",943,BANKSWOOD DR,,404.10997603572423
LineString,"-78.698302486777,35.64271344007333,-78.69941107327645,35.64349512029571",944,BANKSCREST DR,,435.239272798307
LineString,"-78.70982198872946,35.64426536304225,-78.70985757768943,35.644276369134694,-78.70990657980963,35.64429152383782,-78.7099914081006,35.644317758152084",945,CROSSOVER,,53.826730214994456
LineString,"-78.80295098338435,35.56048396368987,-78.80304072319423,35.56006101829852,-78.80306873815638,35.55997698168097,-78.80310785597914,35.55990204919944,-78.8031664250424,35.559833967339806,-78.80323330381898,35.55977953534575,-78.80331684182974,35.55973649248047,-78.80340313647643,35.559702543773675,-78.80349495774352,35.55968451191836,-78.8036006463422,35.559680137947346,-78.80410954790923,35.55969686756663",946,FIELD QUARTZ CIR,,544.8457272574062
LineString,"-78.7273789924683,35.62188534673907,-78.72743876190795,35.62194660131565,-78.72751096899204,35.622020603255436",947,CROSSOVER,,62.943911723488114
LineString,"-78.71142460165444,35.635171371371825,-78.71143197459655,35.635100526303276,-78.71143686265701,35.63507138252917,-78.71144220974558,35.63504635287442,-78.71144927850769,35.635021857320446,-78.71145643881663,35.634998628432406,-78.71147118983804,35.63495811993118,-78.71148603958429,35.63492089090928,-78.71167429878798,35.63452903018695,-78.71186049798375,35.63413812152639,-78.71219307086612,35.63344608815393",948,DIVISION DR,,669.7870405172512
LineString,"-78.74166934584352,35.610604048317505,-78.74173460705256,35.61065940450099,-78.74179997953415,35.610714855531015",949,CROSSOVER,,55.98390633414953
LineString,"-78.74314629055641,35.56101011356288,-78.74311890744312,35.56143329579038,-78.74311873022488,35.56148925641488,-78.74312412537847,35.56153917949488,-78.74313505460394,35.56159516269947,-78.7431478386022,35.56164963816819,-78.74316434282477,35.561698070371044,-78.74318823920699,35.56175105767046,-78.74321953552146,35.5618040597038,-78.74326007511829,35.561861618030974,-78.74331005956566,35.561922792903566,-78.74370483480372,35.5623768750394",950,CAPISTRANO CT,,547.6179622688257
LineString,"-78.78006884430435,35.64009572450695,-78.77891857143689,35.63996809665592",951,JONAWAY CIR,,344.91095144710425
LineString,"-78.74786460615148,35.60528876337365,-78.74799031931953,35.605396344927954",952,CROSSOVER,,54.12595668503862
LineString,"-78.74987968672211,35.60356107707406,-78.74993214465248,35.603606067230636,-78.75000494562148,35.60366850422666",953,CROSSOVER,,53.99264376651816
LineString,"-78.69782104062058,35.655666143656056,-78.69808417039991,35.65569134803295,-78.69822932313964,35.655707223738986,-78.69843251491271,35.65573380017377,-78.69860600548745,35.6557537928921,-78.69868572802557,35.655763854237975,-78.69873726089241,35.65577187168646,-78.6988016688243,35.655783867248225,-78.69886848458597,35.65579849806929,-78.69895622732471,35.65581844201876,-78.69903752469058,35.65583836905532,-78.69911076642433,35.655858276110024,-78.69916147825538,35.655873280665844,-78.69920411430265,35.65588743956319,-78.69923480524248,35.655898204950276,-78.69925851497355,35.65590720709101,-78.6992814891541,35.65591739993727,-78.69930554897465,35.6559302779768,-78.69932558868796,35.65594374278895,-78.69934634405092,35.655961382766705,-78.69936527380925,35.655978719871065,-78.6993865785968,35.65600098709357,-78.69942819369335,35.656051913475174,-78.69947316046336,35.656116927713626,-78.69957002939356,35.6562596566159,-78.69962741478925,35.65634937950712",954,GULLEY LN,,635.0479050874638
LineString,"-78.69533330163507,35.55605884736735,-78.69550187911591,35.555533728947964,-78.69569048100475,35.55493760876381",955,BIG SUNDROP LN,,421.6984657688995
LineString,"-78.74909339049248,35.64041447251961,-78.74892478772587,35.6405171537505,-78.74886158416668,35.64054850411601,-78.74879140426305,35.64056839244793,-78.74869669639675,35.64058393675851,-78.7486037711241,35.640587958670096,-78.7484705569563,35.64058633113392,-78.74788163284077,35.64056364783449,-78.74784759581193,35.640560230422196,-78.74781329414071,35.64055492044436,-78.7477805299183,35.64054842922555,-78.74774497437713,35.64054046925998,-78.74770613084044,35.640527777402134,-78.74767067978635,35.640512154055735,-78.74762573129102,35.64048802985726,-78.74759282823935,35.640466565392046,-78.74756179453736,35.64044442966084,-78.74752466608874,35.64041148628041,-78.74749131406085,35.6403739518629,-78.74746164282902,35.64033239318387,-78.74743550872948,35.64028082384891,-78.74741946896582,35.64023365890969,-78.74740682480542,35.64017512283595,-78.7474002634638,35.640101817579506,-78.74739749139057,35.640022978476004,-78.74744921334019,35.639375169262465",956,DAVISTON CT,,886.5251038172648
LineString,"-78.70663339379689,35.64340504236448,-78.70805592706515,35.64340879370076",957,EXPANSION DR,,422.64680937309237
LineString,"-78.71966542498748,35.62655236970315,-78.71902885995992,35.62701150576801",958,GARCIA DR,,252.41119754270437
LineString,"-78.65751089748217,35.56222810330089,-78.65737433352125,35.56223627529182,-78.65724380481822,35.56225021693455,-78.65655434142393,35.56232983629617,-78.65644915867625,35.56234117786683,-78.65638258490851,35.56234719036643,-78.65632770101406,35.56234989708815,-78.65627983314111,35.56234976166873,-78.65623138574769,35.56234867000086,-78.65618061915694,35.5623437569968,-78.65612869757658,35.56233597783452,-78.65607386515991,35.56232628303295,-78.65601845930867,35.56231420055923,-78.65596597846978,35.56230069671212,-78.6559123386155,35.56228528038003,-78.65586396006744,35.56226797155096,-78.65581734345987,35.5622482825718,-78.65576783517999,35.56222190775954,-78.65571193293171,35.56218931402968,-78.65564497816483,35.56214762530073,-78.65558848840337,35.56211598353628,-78.65553606853183,35.5620881698414,-78.6554783964421,35.56205986348375,-78.65542595435926,35.56203729586573,-78.65538048688165,35.56202190247569,-78.65531809866273,35.56200455368614,-78.65525627376054,35.56199197670806,-78.65518977115832,35.56198129379914,-78.65513142241463,35.561974927401295,-78.65507540295414,35.561969998121356,-78.65501878776138,35.56196792999214,-78.65496566288543,35.561968732814734,-78.65491252675838,35.561971920704835,-78.65487456067422,35.561977059946095,-78.65475188439977,35.561997699743024",959,FAITH HAVEN CT,,857.0983932145815
LineString,"-78.76172937470407,35.63775050519644,-78.76172996370555,35.63755017973726,-78.76173022410582,35.63746161461348,-78.76173816539986,35.6373962616941,-78.76174866565685,35.637339346248545,-78.7617669149812,35.63728244778524,-78.76199593598382,35.636700894966545,-78.76201936375915,35.63663978990843,-78.76203242667965,35.63658920536706,-78.76204290804525,35.636538617574736,-78.76204566006234,35.63648168963226,-78.76204356232641,35.63631052859006",960,HIGHBURY GROVE LN,,537.5869734916353
LineString,"-78.76026942877247,35.63703911253122,-78.76023516694603,35.63635962366628",961,HUNTLEY GROVE CT,,247.5282104343417
LineString,"-78.70199046685246,35.650324772827474,-78.7021351452962,35.65031795222519,-78.70215990865086,35.650316665300934,-78.70217771926178,35.65031619783066,-78.70218633043656,35.650316666002844,-78.70219194912472,35.65031734588339,-78.70220226906504,35.65032103167137,-78.70221083302606,35.65032503134754,-78.70222017191581,35.65033062386257,-78.7022299015082,35.6503386862233,-78.70225503894795,35.65036122196315,-78.70236884434036,35.6504637318414,-78.70257388935633,35.650648912519415,-78.7025997430051,35.65067043948599,-78.70262160090792,35.65068599492624,-78.70264600883627,35.65070334494187,-78.70266678107157,35.650715916844106,-78.70269521650401,35.65073059417809,-78.70272329625054,35.65074258721713,-78.70275517397855,35.650753660205325,-78.7028347613797,35.65077647941356,-78.70357379644415,35.65098583721186,-78.70365626862842,35.651005714485336,-78.70372569821158,35.65102077268469,-78.70378693097378,35.651032266641806,-78.70385303801439,35.65104357413218,-78.70396945197892,35.65106043577822,-78.70409430833303,35.65107624160078,-78.70421040269747,35.65109113181407,-78.70429618569315,35.65110505315148,-78.7043706413605,35.65112014032762,-78.7044330451401,35.65113460145507,-78.70450310571366,35.65115325455845,-78.70458264965724,35.65117520988864,-78.70493403452967,35.65127116151183,-78.70514712719915,35.65132951194787,-78.70521669935,35.65134985354799,-78.70526615279427,35.65136756569607,-78.70531384877758,35.65138812734533,-78.70536232992441,35.6514102268349,-78.70563464454727,35.65152412248479",962,GRADUATION WAY,,1196.4956404967184
LineString,"-78.75196065286724,35.60333224523006,-78.75185485186536,35.60330367683017,-78.7518226107124,35.60329734180917,-78.75178893327,35.60329292652082,-78.75175235110397,35.60329167188899,-78.75172080986638,35.603292857701874,-78.75168349595236,35.60329664305316,-78.75165073452251,35.603305224999744,-78.75162294759542,35.603314148815514,-78.75159145873364,35.60332633441672,-78.75152794654055,35.60336194849479,-78.75144362516704,35.603410038553704,-78.75138632134544,35.60344562559086,-78.75134893521671,35.603473648282886,-78.75131104307518,35.60351010427429,-78.75130984082126,35.603511642297406,-78.75124904662825,35.60358940737965,-78.75116696255863,35.60368841076725,-78.75112304728226,35.60373635165153,-78.75108627132725,35.60377262957717,-78.75105262925736,35.60379797909664,-78.7510153830577,35.60382167798256,-78.75094588265543,35.603857965447766",963,AUDITION DR,,390.24776981233504
LineString,"-78.76894572831065,35.54402218494167,-78.76890820324275,35.54390279957504,-78.76889615456565,35.543829795947374,-78.7688893508732,35.543759664267945,-78.76888432712943,35.54367951952657,-78.76888450849552,35.5435643550652,-78.76889278142048,35.543202700596304",964,FIELDCREST LN,,300.05947555347245
LineString,"-78.71875329361217,35.67041168843763,-78.71957758763962,35.67046794256295,-78.719627801192,35.670471063491675,-78.7196796346202,35.67047628023041,-78.71973208621503,35.670483538189465,-78.71978140622744,35.670493338009415,-78.71982634841466,35.67050414628429,-78.71987439972881,35.67051955061667,-78.71992118894951,35.67053800949816,-78.71996360366089,35.67055747865182,-78.72001162045154,35.670582568155645,-78.72006274001666,35.6706137815304,-78.72010573311692,35.67064650672653,-78.7201524496017,35.67068637577934,-78.72019167430382,35.67072469884591,-78.72021904675924,35.67075840753058,-78.72024142321165,35.670791084360275,-78.7202612933125,35.67082630451889,-78.72028362690028,35.6708717249211,-78.72030666798841,35.67091507918445,-78.72032584716713,35.67094726821189,-78.72035195699453,35.67098454161472,-78.72044526572722,35.67110047494299",965,FAWKES CREEK CT,,614.3804040351223
LineString,"-78.76905222043582,35.54436098967476,-78.76894572831065,35.54402218494167",966,FIELDCREST LN,,127.31821523149083
LineString,"-78.69431416649262,35.648548240838565,-78.69450263767608,35.648564102833,-78.69461061450554,35.64856838066207,-78.69608312999921,35.648600115777334",967,DAIL DR,,526.0250011929521
LineString,"-78.79925089601552,35.60397780242155,-78.7994795062594,35.604778780868415",968,BROAD MARKET DR,,299.35069267712174
LineString,"-78.70007489905798,35.642923616830245,-78.70056212025067,35.64316975546845,-78.70061812746194,35.64319421904941,-78.70066524263503,35.64321315235105,-78.70072244000299,35.643231418181784,-78.70077497365983,35.64324681151293,-78.7008275225312,35.64325838839236,-78.70088007735725,35.64326805703045,-78.70092680081115,35.64327437257336,-78.70099106836956,35.64327691566997,-78.70105650709512,35.64327898477858,-78.70110793588665,35.64327720295394,-78.70116346186313,35.643273523843725,-78.70123186113497,35.64326510620246,-78.70129676383526,35.64325381803561,-78.7019072884004,35.64312509919743",969,BANKS RIDGE WAY,,583.823618824609
LineString,"-78.78914354621236,35.62200221803928,-78.7890206646864,35.62202498667676,-78.7889221223518,35.622036307443736,-78.78882485676951,35.622048673255435,-78.7887390935302,35.622065238716615,-78.78866484028799,35.62208391264277,-78.78860465545361,35.622103654793655,-78.78854958047323,35.622128630251524,-78.7884804009199,35.62216298263267,-78.78838814837599,35.62221505217839,-78.78821772179474,35.62231712886705,-78.78788579654072,35.6225317423905",970,HAWKS VIEW CT,,429.5861902206587
LineString,"-78.7022531573884,35.577604522641444,-78.70228003715492,35.5775782107821,-78.70257529487995,35.57728918453099,-78.70273990477638,35.57714076588439,-78.70284123912164,35.577051815515645,-78.70295925245664,35.57695360336648,-78.7031006503079,35.5768444808829,-78.70318204342479,35.576779809436815,-78.70338347638724,35.576620031139655,-78.70352284893475,35.576506846904934,-78.7036996827351,35.57636751945646,-78.70380977686442,35.57627763594345,-78.70397553062901,35.57613446544357,-78.7042545793495,35.575880093212554,-78.70479025045712,35.5754271594148,-78.70519380818907,35.57507373306054,-78.70553467942138,35.57477882392086,-78.70590019627736,35.57444867634602,-78.7064865321732,35.57392158559954,-78.7070101543287,35.57345968884979,-78.70745879663588,35.573065342505835,-78.7078142604075,35.572766645448134,-78.70797765052151,35.572627279344694,-78.70819349434002,35.572435748622034,-78.71001724825186,35.57083585458318",971,ETHAN SPRINGS DR,,3377.1485617688136
LineString,"-78.68589632798113,35.61738085537421,-78.68595277859312,35.617316765273934,-78.6859680646655,35.617297329272546,-78.68598134132131,35.61727796920428,-78.6859911380214,35.61726185417334,-78.68599851701315,35.61724748610562,-78.6860077915915,35.61722822747019,-78.68602031577564,35.617199640602465,-78.68603653475883,35.61715964623674,-78.68612149668972,35.616941642980414,-78.6862055484342,35.61673222397002,-78.68625061000755,35.6166357497352,-78.68628772603861,35.61655428119516,-78.68632570297544,35.61647710729559,-78.68637249398539,35.61638636131572,-78.68644840097927,35.61624346101151,-78.68652607450588,35.61609698758188,-78.68656845057029,35.616014815900876,-78.68661349747808,35.61592192000641,-78.68665324392315,35.615839741513724,-78.68671334674323,35.6157053860567,-78.68676374839981,35.61558674569375,-78.68678583892661,35.61553886563099,-78.68681319547491,35.615488852011964,-78.68684228614654,35.61544313618791,-78.68686881498527,35.615407626540424,-78.68689660773155,35.61537269252657,-78.68692593213412,35.61533817618993,-78.6869778407774,35.615285953344895,-78.68701913618541,35.61524671295949,-78.68707629533894,35.61519319837159,-78.68711733137205,35.61515306580675,-78.68714325182204,35.615128693946595,-78.68716143976754,35.61510799158462,-78.68717553253227,35.61508894806213,-78.68718846383975,35.61506823216945,-78.68719933954792,35.61505013494147,-78.68721188215575,35.61502544560667,-78.68722781525453,35.61498375029767,-78.68723933884209,35.61494907901507,-78.68724959408942,35.61491468750556,-78.6872588723803,35.61488258932992,-78.6873197266182,35.61466631235855,-78.687389438162,35.61442537436943,-78.68740010831355,35.61438497702502,-78.68741385600921,35.61434172566895,-78.68742715442315,35.61430133507923,-78.68744355520353,35.6142516509869,-78.68746216642448,35.6141969653349,-78.68748075418058,35.61414835951665,-78.68750154712737,35.614095825683215,-78.68761076819513,35.613833405223076,-78.68771154610477,35.61360196638527,-78.68772920842389,35.61356599928585,-78.68774686016165,35.61353277509662,-78.68776362165384,35.61350312534712,-78.68778345485475,35.61347241082593,-78.68781018417931,35.613433008352985,-78.6878380808848,35.6133937287567,-78.6878652260696,35.6133604090405,-78.68789601135956,35.61332948375059,-78.68792899124387,35.6132973715427,-78.68796635565532,35.61326467475868,-78.68801028322919,35.61323378317146,-78.68805054310829,35.613207652331155,-78.68809445226516,35.61318153084036,-78.68813615072692,35.61316076965806,-78.68819100408435,35.61313706039344,-78.68824511519907,35.61311633101024,-78.68830434165744,35.61309442217511,-78.68836574774907,35.61307549980688,-78.68858646060453,35.6130218087194",972,ADAMS RD,,1841.0222101738882
LineString,"-78.705137402405,35.58706056667578,-78.70523555037259,35.587047926479514,-78.70527900574069,35.58704164726049,-78.70531092517135,35.58703475324218,-78.70534015416936,35.58702576144549,-78.70537523494842,35.58701344414372,-78.70541325113672,35.58699684148316,-78.70583917020718,35.58677225650079,-78.7062638488653,35.586554963848975,-78.70630861326221,35.58652931454692,-78.70634021388048,35.586510429972265,-78.7063647957241,35.58649474913118,-78.7063871897423,35.586478347287944,-78.70641266456944,35.58645801737288,-78.70643218425067,35.586438492439044,-78.70644783602268,35.58642053921376,-78.7064641120262,35.58640054492277,-78.7064764462048,35.586380898964485,-78.70648922752518,35.58635874909538,-78.70650157612388,35.586334810704365,-78.70651130510645,35.58630871885171,-78.70652015643515,35.586283340589965,-78.70652679923532,35.586262964268776,-78.70657290186969,35.586109246340534",973,AFTON FOREST CT,,579.4979587949222
LineString,"-78.70010286636702,35.61688287057143,-78.7003017622172,35.61719606391708,-78.70084792947956,35.61805571097705,-78.70085773678443,35.61806944798439,-78.70086609241838,35.61808079723737,-78.70087700360328,35.618091854416775,-78.70088828128932,35.61810291249691,-78.70090066065961,35.61811218402329,-78.7009126823346,35.61811936884753,-78.70092507930691,35.618123871150075,-78.70093966864047,35.6181277821229,-78.70095495014789,35.6181304923397,-78.70097251223925,35.61813203725586,-78.70099076870439,35.61813148543696,-78.70101268020332,35.61813004842334,-78.70103240483435,35.618127414387914,-78.70105834994973,35.61812121711916,-78.7010883253731,35.61811115557165,-78.70156704019259,35.61793340082413,-78.70159979026928,35.617923464945086,-78.70163442939811,35.61791585838313,-78.70165877258405,35.617912968768714,-78.7016845323766,35.61791270207047,-78.70171197361984,35.61791658499387,-78.70173152920628,35.61792027008919,-78.70175022908884,35.6179267014262,-78.70176689321117,35.617934070622326,-78.70178693271428,35.61794515011249,-78.70180406553101,35.617958350656174,-78.70182041978164,35.617973135737664,-78.70183592303643,35.617989388900014,-78.70185532939504,35.61801114201032,-78.70188365671768,35.61805175518257,-78.70191309766575,35.61809423966354,-78.70202457569765,35.618279584017536,-78.70214189505396,35.618464942569794,-78.70223017460485,35.61860443917457,-78.70236088220803,35.61882558579163,-78.7029798603857,35.61985342580843",974,AIR PARK RD,,1571.6407669449416
LineString,"-78.7029798603857,35.61985342580843,-78.70325487002185,35.62036888556737,-78.70339630363009,35.6206310965692,-78.70341854995668,35.620665947244376,-78.70343712744533,35.620689746923624,-78.70345632950328,35.620710304016384,-78.70347640920802,35.62073086324646,-78.70349941322306,35.62075023706423,-78.70352824950635,35.62077201018087,-78.70355243483274,35.620788049017435,-78.70357184744627,35.62079904284434,-78.70358902994698,35.62080675016718,-78.70360841765591,35.620814896432705,-78.70363263091961,35.620823302340824,-78.70366242208175,35.62083181828872,-78.70370531998428,35.620842296951615,-78.70375566994903,35.62085207895438,-78.70381433846491,35.62086331170952,-78.70387906523203,35.6208743203234,-78.7043502914319,35.62095190420552,-78.70523592751131,35.621107167612024,-78.70604099812725,35.621248873875125,-78.70649111103752,35.621329141323805,-78.70734795311,35.62148371045343,-78.70787658620306,35.621581701002896,-78.7082299544176,35.6216462895854,-78.70850324147243,35.621697624913566,-78.70902134737598,35.6217975430538,-78.70933586378774,35.621856726232025,-78.70980982216989,35.62194848513062,-78.71105051183996,35.62218835259506,-78.71124241431144,35.62222319206348,-78.71134133752727,35.62223797270784,-78.71141419143115,35.622247806760456,-78.71149346450254,35.62225622279091,-78.71157226439733,35.622263592033974,-78.71165197566506,35.622269247139684,-78.71174489484956,35.622273990653746,-78.71183202053176,35.62227837963963,-78.7119092503626,35.6222811631745,-78.71211980186152,35.6222830374226,-78.71255439123757,35.622282690144445,-78.71273217226025,35.62228239732894,-78.71290041293068,35.622284225232164,-78.71300161485497,35.622286611278426,-78.71308484653606,35.62229110014392,-78.7131615026705,35.622296289143534,-78.71324336682645,35.62230631462037,-78.71331916371543,35.62231597960206,-78.71340565579557,35.62233255817421,-78.71348183182221,35.622349909203585,-78.71356632169106,35.62237014168676,-78.71364379887105,35.6223910732986,-78.71372870688327,35.62241703048294,-78.71379238316605,35.62243769063534,-78.71384927190957,35.622457500091734,-78.71391403735133,35.62248362787384,-78.71397534863124,35.622508774894825,-78.71402857296286,35.62253245162506,-78.71410220817476,35.6225660132033,-78.71415359820067,35.622592070643975,-78.71421823386169,35.62262657187453,-78.71427944776215,35.62266248922595,-78.71434823745642,35.622703671338876,-78.71442809296003,35.622754419719996,-78.71450852584489,35.62280707764695,-78.7145858526331,35.622860559310055,-78.71471268959338,35.62294832971557,-78.71504269394505,35.623179800933364,-78.71590699926747,35.62380086047026,-78.71602562700183,35.6238809196342,-78.7161313444521,35.62394941525283,-78.71623707780662,35.62401310370188,-78.71635693575304,35.62407778498981,-78.71638769957774,35.62409269002871,-78.71646858956125,35.624131876426,-78.71656380570741,35.62417343076685,-78.71666020999282,35.624212104254774,-78.71676604151212,35.62424791788329,-78.71688952927575,35.62428473161203,-78.71689327305731,35.624285649831805,-78.71697657718548,35.62430608088071,-78.71707304671892,35.62432553114932,-78.71717187893759,35.624343063271176,-78.71726249109152,35.62435480910486,-78.71738017987926,35.62436661691145,-78.71751318455001,35.62437557754458,-78.71764972987818,35.62438166180687,-78.71788987195225,35.62438991080053,-78.71915182746608,35.624423590466115,-78.7191898874709,35.624425034966606,-78.71969135486688,35.62444406036493,-78.71970867816341,35.62444491966525,-78.71985100539715,35.62445197566514,-78.72000236724344,35.62445984372472,-78.72053254064195,35.62449798172819,-78.7206922946119,35.62450925203508,-78.72089624067617,35.624524760062734,-78.72111860315226,35.624541437630086,-78.72129400275041,35.62455575096916,-78.72173871263949,35.62459361566211,-78.72219533267447,35.62464992944522,-78.72289314221375,35.624738749319505,-78.72296264578085,35.62474793151849,-78.72300590815534,35.62475517359918,-78.72304133820664,35.624763526363395,-78.7230772196443,35.62477451130169,-78.72310938573912,35.62478592404092,-78.72314344692427,35.624799100599425,-78.72318577291598,35.624818692226114,-78.72326627525516,35.624857472082816",975,AIR PARK RD,,6557.469165352266
LineString,"-78.69489614389958,35.62835045664048,-78.69490722816798,35.62834325530956,-78.69502894580569,35.62826417798991,-78.69514380256223,35.628196849183226,-78.69533801208173,35.628091933774286,-78.69554319987824,35.62798465145223,-78.69561468347861,35.62795189725368,-78.69568890719378,35.62791946085023,-78.69576675091575,35.627889999030856,-78.69583585480026,35.62786644644226,-78.69590639708778,35.627847050113694,-78.69598129587948,35.627828256850044,-78.6960816318439,35.62780656245373,-78.69616013729268,35.62779430235284,-78.69624766098214,35.62778106058275,-78.6963454822361,35.62776985456581,-78.69657006252746,35.62774372417097,-78.69688739118364,35.627704475931985,-78.69736955734288,35.62764607168657,-78.6980941864567,35.62755831012199,-78.69889312745583,35.62746786998482,-78.70002652185973,35.627332146818276,-78.70040761215519,35.62728491074327,-78.70120251493825,35.62718813035169",976,ALDERMAN CIR,,1945.7927161035575
LineString,"-78.69889312745583,35.62746786998482,-78.69898040707179,35.62819193613707,-78.69899693135713,35.62832753339371,-78.69902047079529,35.628485159936126,-78.6990595612103,35.62876643968292,-78.69911541041164,35.62914530559971,-78.69912737417076,35.62922737604148,-78.69913757152544,35.6292942546036,-78.69918945620535,35.62960245974393,-78.69921302287354,35.62976276698912,-78.6992696330361,35.63017616231073,-78.69928238551326,35.6302790369164,-78.69928917517136,35.6303386769774,-78.69929306999849,35.63039115465321,-78.69929406290453,35.63043837906845,-78.69929389477663,35.63048369237155,-78.69929282754948,35.63051660755131,-78.69929130015636,35.630553326355034,-78.69928878407,35.63060149575948,-78.69928512818129,35.630642030285436,-78.69927774606224,35.630694742371745,-78.69926953798355,35.63074182504398,-78.69926146590421,35.63079153019128,-78.69925000173019,35.63084250872235,-78.69923876214844,35.63088770629968,-78.69922764147385,35.63093239578639,-78.69921387868197,35.63098065634758,-78.69920142591725,35.63102310709157,-78.699187269748,35.63106609084744,-78.69917266478953,35.631105047888994,-78.69915409476523,35.631149719837744,-78.6991328541841,35.631196101419285,-78.69911168901908,35.63124119600028,-78.69908609578515,35.631289427267966,-78.69906226688907,35.63133408618627,-78.69903933697768,35.631373022605274,-78.69900723060647,35.631423026089,-78.69897888532086,35.63147228621513,-78.6989491238841,35.63152172310563,-78.69891913923738,35.63157209056995,-78.69889687330247,35.631609096928244,-78.69887526906606,35.63164481773783,-78.69885541811676,35.63168054198412,-78.69883864917018,35.6317119823494,-78.69882275265417,35.631744854475215,-78.69880862294832,35.63177379641414,-78.69879757769881,35.63179809482682,-78.69878695746917,35.631825972803675,-78.69877414618901,35.63185962775892,-78.69876439727982,35.63188893839542,-78.69875549650939,35.63191997999521,-78.6987494888891,35.631944678479954,-78.69874435680732,35.63196967839438,-78.6987400650929,35.631995827857985,-78.69873715162709,35.6320218905971,-78.69873492677107,35.63204834534329,-78.6987330016595,35.63207733012789,-78.69873069409896,35.632108805402325,-78.69872944435149,35.632147091484185,-78.6987282083381,35.6321882169732,-78.69872776352537,35.63244271657476,-78.69873619741578,35.63301727245095,-78.69873624147688,35.633020270577326,-78.69874131706254,35.63333988745597,-78.69874135885372,35.63334260524473,-78.69875942268241,35.63466822392543",977,ALDERMAN CIR,,2657.2006104908232
