OBJECTID,STREETSEGID,SSD_ID,SOURCEID,ROUTETYPE,ROUTE_ID,SNOWZONE,AGENCY,BEGINMEASURE,ENDMEASURE,SNOWAREA,SHAPE_Length
649,10255,3002501827013993010,30250170,Secondary,63,7,DPW,0,89.723165,,89.723166
650,6247,1014822041721208012,11482290,Priority Hills, ,3,DPW,0,166.004716,304,166.004716
651,183,3045432213321770012,34543070,Priority Hills, ,14,DPW,0,153.763282,1404,153.763281
652,5362,3071891618918015010,37189136,Secondary,49,12,DDOT,0,50.079757,,50.079747
653,9463,2024741881913334012,22474350,Priority Hills, ,11,DDOT,0,1038.896431,1102,1038.896414
654,4829,3002701783419363012,30270170,Priority Hills, ,7,DPW,0,167.111229,704,167.111245
655,6491,1075271943318660012,17527445,Primary,5,2,DPW,0,92.490865,,92.490868
656,10,3000401450914510010,30040040,Secondary,53,12,DDOT,0,116.340502,,116.340502
657,9423,1001101861518030012,10110270,Secondary,17,4,DPW,0,109.920101,,109.920101
658,2628,2015991721517216012,21599200,Primary,52,11,DDOT,0,157.715044,,157.715033
659,2587,1022751719717198012,12275275,Priority Hills, ,1,DPW,0,284.166635,105,284.166634
660,8745,3059602186918310012,35960160,Secondary,53,12,DDOT,0,141.952945,,141.952959
661,7366,3009361916105901012,30936140,Primary,66,8,DPW,0,61.406632,,61.406637
662,6811,1046082074720558012,14608164,Priority Hills, ,9,DPW,0,126.70129,901,126.701275
663,10678,3001901668817661011,30190027,Secondary,49,12,DDOT,0,88.481946,,88.481946
664,3305,1036721768316466012,13672190,Primary,19,4,DPW,0,66.303486,,66.303478
665,11060,3059601851017150012,35960130,Secondary,53,12,DDOT,0,96.524953,,96.524973
666,5667,2000801912819129012,20080105,Secondary,51,12,DDOT,0,102.810025,,102.810041
667,1780,2015992200217215012,21599190,Primary,52,11,DDOT,0,205.803019,,205.803021
668,10646,1071561521020754012,17156170,Secondary,29,9,DPW,0,58.944197,,58.944242
669,563,1037761545915460012,13776220,Priority Hills, ,3,DPW,0,71.492031,303,71.492031
670,8614,1055961602518945012,15596460,Priority Hills, ,1,DPW,0,92.007586,105,92.007594
671,10010,2042441452214602012,24244130,Primary,51,12,DDOT,0,243.250474,,243.250458
672,5909,2054661923617888012,25466495,Priority Hills, ,13,DDOT,0,89.769987,1302,89.770003
673,5270,1001501986015732012,10150110,Primary,26,6,DPW,0,211.974871,,211.974903
674,3427,1001301557818689012,10130775,Priority Hills, ,9,DPW,0,74.420137,902,74.420136
675,8171,1046152189622086012,14615345,Narrow Road, ,4,DPW,0,75.970452,402,75.970468
676,416,1001301494214909012,10130250,Secondary,17,4,DPW,0,148.603383,,148.603383
677,9910,3009361889620187012,30936450,Priority Hills, ,14,DPW,0,270.952023,1404,270.951995
678,7235,3000401964315623012,30040340,Priority Hills, ,8,DPW,0,456.924681,803,456.924667
679,657,2059601478115650012,25960000,Primary,46,12,DDOT,0,131.321685,,131.321636
680,4808,3037442211514358012,33744425,Priority Hills, ,7,DPW,0,89.852153,702,89.852153
681,662,2037052148618982012,23705005,Secondary,44,10,DDOT,0,118.600996,,118.600997
682,4471,1047122205909733012,14712216,Priority Hills, ,3,DPW,0,118.360396,305,118.360395
683,7825,2076242191715478012,27624020,Priority Hills, ,10,DDOT,0,172.640567,1001,172.640578
684,10721,1003002049920953012,10300545,Secondary,1,1,DPW,0,106.044796,,106.044788
685,861,3094901638815255012,39490040,Priority Hills, ,8,DPW,0,141.015596,805,141.015581
686,12944,1095031785115024012,19503210,Priority Hills, ,9,DPW,0,97.560992,901,97.560973
687,6159,3001302010221342012,30130325,Secondary,66,8,DPW,0,73.332774,,73.332762
688,9328,2000301999020644012,20030520,Narrow Road, ,10,DDOT,0,218.460691,1005,218.460689
689,5324,2001801897418396012,20180295,Secondary,42,10,DDOT,0,58.907529,,58.907541
690,6518,1002101714317039011,10210030,Secondary,21,6,DPW,0,201.68581,,201.685827
691,12386,1071632130517573012,17163360,Secondary,3,2,DPW,0,106.250328,,106.250344
692,2349,1001801694416945012,10180140,Primary,24,4,DPW,0,68.081072,,68.081084
693,9138,3019432109718662012,31943435,Secondary,61,14,DPW,0,127.177268,,127.177259
694,5614,2063631837219436012,26363040,Secondary,47,11,DDOT,0,103.875115,,103.875121
695,8028,1001301968420090012,10130060,Primary,26,5,DPW,0,108.110086,,108.110102
696,12819,2017612081721146012,21761110,Primary,47,11,DDOT,0,271.062656,,271.062691
697,4565,3063501399315621012,36350250,Secondary,63,7,DPW,0,50.656112,,50.656122
698,1910,3003001665316654012,30300160,Priority Hills, ,7,DPW,0,140.990342,704,140.990358
699,1826,1058691493516579012,15869510,Priority Hills, ,3,DPW,0,118.589987,302,118.58999
700,26,2042441452114522012,24244120,Primary,51,12,DDOT,0,167.580315,,167.580314
701,9073,4057851936921278012,45785003,Primary,28,5,DPW,0,64.482551,,64.482547
702,1936,1043741666000321011,14374150,Primary,14,4,DPW,0,87.472469,,87.472468
703,6136,1000601788219787012,10060150,Secondary,18,5,DPW,0,164.170212,,164.170227
704,6975,1011051822219629012,11105450,Secondary,33,9,DPW,0,123.621967,,123.621936
705,9908,1001801943017936010,10180035,Secondary,24,6,DPW,0,118.994273,,118.994295
706,8440,1001001710017958011,10100110,Narrow Road, ,5,DPW,0,163.351144,502,163.35109
707,7618,1001301937115570012,10130540,Secondary,33,9,DPW,0,118.570639,,118.570623
708,4898,1063761871616721012,16376487,Primary,3,1,DPW,0,17.315027,,17.315022
709,5755,1094251245218274012,19425360,Secondary,8,2,DPW,0,154.180603,,154.180603
710,11666,1051222164419157012,15122370,Priority Hills, ,1,DPW,0,213.843703,104,213.843733
711,5661,3019431698519125012,31943077,Priority Hills, ,14,DPW,0,41.69356,1404,41.693571
712,6536,1057910325420656012,15791457,Secondary,9,3,DPW,0,201.139268,,201.139301
713,3625,2054661788817889012,25466500,Priority Hills, ,13,DDOT,0,90.312199,1302,90.312183
714,4354,2059470642117558012,25947185,Secondary,48,11,DDOT,0,130.367643,,130.367644
715,11336,1014430672916979012,11443400,Priority Hills, ,3,DPW,0,94.516552,305,94.516554
716,934,2031982021816524012,23198580,Secondary,39,10,DDOT,0,353.023753,,353.023764
717,10848,1063761593319702012,16376425,Primary,7,2,DPW,0,55.852769,,55.852769
718,10570,3063371629922115012,36337420,Priority Hills, ,7,DPW,0,126.241424,702,126.241402
719,1358,1062532211220118012,16253305,Secondary,13,4,DPW,0,100.766665,,100.766684
720,4850,5031911681218402012,53191100,Secondary,54,12,DDOT,0,96.323606,,96.323589
721,6445,3061161641519417012,36116345,Secondary,56,14,DPW,0,205.559662,,205.559668
722,12548,3065841481920585012,36584320,Priority Hills, ,7,DPW,0,443.240213,701,443.240197
723,10190,1002001976221385010,10200100,Primary,21,6,DPW,0,135.111675,,135.111706
724,10551,1050112090920910012,15011360,Priority Hills, ,1,DPW,0,183.11829,104,183.118292
725,4836,1001301868318164012,10130610,Primary,32,9,DPW,0,73.257506,,73.257506
726,9318,3015341440420264012,31534473,Primary,57,14,DPW,0,110.144936,,110.144945
727,1595,1001302041821384012,10130720,Priority Hills, ,9,DPW,0,77.880073,903,77.880041
728,12100,1088332018015740012,18833580,Secondary,2,1,DPW,0,95.927077,,95.92709
729,6386,1079882097521913012,17988130,Priority Hills, ,9,DPW,0,323.34418,907,323.34418
730,3899,2078191815118152012,27819505,Secondary,39,10,DDOT,0,90.951187,,90.951183
731,9282,1036722087700713012,13672000,Primary,19,4,DPW,0,75.824635,,75.824635
732,5773,2031981678619183012,23198114,Secondary,59,13,DDOT,0,140.89416,,140.894185
733,9996,1022811805218734012,12281330,Primary,1,1,DPW,0,141.064873,,141.064854
734,7319,2000501943619913010,20050130,Secondary,47,11,DDOT,0,191.775311,,191.775324
735,7948,2075462016315071012,27546030,Primary,45,10,DDOT,0,138.836672,,138.836684
736,12547,3063501562118233012,36350251,Secondary,63,7,DPW,0,114.813611,,114.813631
737,9923,2001901506715386010,20190070,Secondary,49,12,DDOT,0,147.108669,,147.108725
738,2611,2073711518215183012,27371305,Narrow Road, ,10,DDOT,0,91.774498,1006,91.774484
739,8672,3061292038019334012,36129005,Priority Hills, ,8,DPW,0,143.57786,804,143.57787
740,10002,5031912078818078012,53191070,Secondary,54,12,DDOT,0,105.050507,,105.050492
741,3173,1077671761717618012,17767206,Secondary,15,4,DPW,0,32.34703,,32.347004
742,12706,1036722000815064012,13672216,Primary,19,4,DPW,0,86.975348,,86.975365
743,5897,1001701958200688011,10170320,Priority Hills, ,4,DPW,0,127.781593,401,127.78159
744,15,1001901831519499011,10190135,Secondary,24,6,DPW,0,130.868328,,130.868326
745,6235,2015341953420455012,21534410,Primary,57,14,DPW,0,176.596391,,176.596375
746,12827,1051351616717171012,15135450,Secondary,31,10,DDOT,0,138.987555,,138.987541
747,13279,1017481703015500012,11748300,Secondary,3,1,DPW,0,111.530229,,111.530214
748,29,2000401870219228011,20040120,Secondary,50,12,DDOT,0,169.649134,,169.649118
749,7231,1001701964019641012,10170000,NPS, ,,NPS,0,246.518214,,246.518188
750,4028,5065321819300142012,56532039,Primary,46,12,DDOT,0,34.742018,,34.742041
751,2738,3071891734016963010,37189138,Secondary,49,12,DDOT,0,40.963318,,40.9633
752,6164,5031911807916812012,53191090,Secondary,54,12,DDOT,0,96.640074,,96.640074
753,3392,1064411598722188012,16441342,Secondary,8,3,DPW,0,172.820188,,172.820192
754,10855,2025352139119406012,22535020,Primary,54,12,DDOT,0,127.843277,,127.843252
755,132,1031331463514574012,13133000,Secondary,27,5,DPW,0,205.853493,,205.853509
756,937,1089891930500086012,18989252,Primary,24,6,DPW,0,239.994549,,239.994539
757,278,1070521996318985012,17052650,Primary,32,9,DPW,0,154.30598,,154.305976
758,8548,2054661974921893012,25466480,Priority Hills, ,13,DDOT,0,90.495669,1302,90.495653
759,6138,3018652204116456012,31865220,Narrow Road, ,7,DPW,0,114.400303,705,114.400295
760,12954,1050891456619206012,15089030,Secondary,25,5,DPW,0,86.626716,,86.626722
761,9128,1046082055810219012,14608170,Priority Hills, ,9,DPW,0,248.948415,901,248.948417
762,3491,1048752159616820011,14875050,Primary,14,4,DPW,0,320.380165,,320.380168
763,11806,1085181625419962010,18518005,Primary,3,2,DPW,0,35.75939,,35.759412
764,10033,1032761853118190012,13276285,Priority Hills, ,1,DPW,0,154.389806,105,154.389795
765,3099,1002001844819967010,10200055,Primary,21,6,DPW,0,150.862969,,150.862984
766,2270,4036981528215283010,43698010,Priority Hills, ,8,DPW,0,410.771094,804,410.771094
767,3417,1080141478317757010,18014035,Secondary,31,10,DDOT,0,34.647689,,34.64771
768,10876,1001402099215604012,10140430,Secondary,37,9,DPW,0,38.489989,,38.490005
769,7086,2063251710320287012,26325560,Secondary,60,13,DDOT,0,118.771122,,118.771105
770,6243,1001202201119472012,10120770,Priority Hills, ,9,DPW,0,112.630408,902,112.630424
771,12853,1003401975717356011,10340140,Secondary,11,3,DPW,0,109.660956,,109.660956
772,263,1080141478214783010,18014030,Secondary,31,10,DDOT,0,62.495434,,62.495414
773,11430,3020731477819605012,32073370,Priority Hills, ,7,DPW,0,86.445501,701,86.445498
774,382,3011701490514906012,31170030,Secondary,69,8,DPW,0,126.664935,,126.664936
775,3535,1043941522417823012,14394500,Narrow Road, ,3,DPW,0,106.895916,302,106.895909
776,450,4059451497614977012,45945403,Secondary,69,8,DPW,0,121.470146,,121.470146
777,8695,3000601538420796011,30060000,Secondary,53,12,DDOT,0,125.523797,,125.523796
778,7135,1003701883318834012,10370210,Primary,11,3,DPW,0,65.358808,,65.35879
779,3389,3092881758317733012,39288350,Secondary,67,8,DPW,0,119.040175,,119.040159
780,11642,3015341664714443012,31534500,Primary,57,14,DPW,0,246.299158,,246.299168
781,12700,3005002004620052012,30500035,Priority Hills, ,14,DPW,0,75.742871,1402,75.742871
782,6032,1068381752721168012,16838210,Secondary,21,6,DPW,0,187.450499,,187.450482
783,11349,1000601930617177012,10060105,Secondary,18,5,DPW,0,65.074198,,65.074228
784,5176,1040691892014752012,14069290,Priority Hills, ,3,DPW,0,189.990327,304,189.990282
785,9754,1001401596318223012,10140440,Secondary,37,9,DPW,0,118.350307,,118.350323
786,4376,1005201837516664012,10520375,Priority Hills, ,3,DPW,0,74.130196,301,74.130198
787,10465,3020151890519070012,32015360,Secondary,64,7,DPW,0,117.309742,,117.309696
788,12906,1002002025818350012,10200140,Primary,21,6,DPW,0,118.859479,,118.859462
789,8162,2000401962520220012,20040520,Narrow Road, ,10,DDOT,0,238.336857,1005,238.336834
790,4332,1059601729617569012,15960237,Primary,20,4,DPW,0,54.065603,,54.065584
791,339,1024631486409957012,12463176,Secondary,15,4,DPW,0,78.031269,,78.031245
792,8183,1081960048722232012,18196350,Narrow Road, ,2,DPW,0,255.45679,202,255.456769
793,3105,3001101758917590012,30110100,Secondary,55,12,DDOT,0,130.669406,,130.669418
794,11670,3082351603018853012,38235330,Secondary,65,8,DPW,0,143.671138,,143.671128
795,12910,3047971481100757010,34797020,Primary,54,12,DDOT,0,128.459728,,128.45972
796,6140,1036721928119344012,13672020,Primary,19,4,DPW,0,108.030355,,108.030354
797,2300,1063761690316904011,16376362,Primary,7,2,DPW,0,83.847148,,83.847141
798,5485,1092691633519051012,19269740,Secondary,1,1,DPW,0,84.316825,,84.316814
799,10221,2031982122320218012,23198570,Secondary,39,10,DDOT,0,210.187849,,210.18786
800,5794,1057851594700718010,15785260,Secondary,22,3,DPW,84.562,196.328339,,111.766018
801,1628,2061421523615237012,26142130,Secondary,42,10,DDOT,0,201.268975,,201.268993
802,197,1050571935019725012,15057140,Priority Hills, ,9,DPW,0,253.64807,902,253.648068
803,5492,1031331942718688011,13133165,NPS, ,6,NPS,0,230.35752,601,230.357507
804,5262,2001201895518956012,20120290,Secondary,43,10,DDOT,0,120.159828,,120.159848
805,10506,3084632089613837012,38463125,Priority Hills, ,7,DPW,0,85.450228,706,85.450209
806,5779,1033861686317271012,13386165,Priority Hills, ,4,DPW,0,106.806167,405,106.806183
807,8675,1002201523017416010,10220160,Primary,22,6,DPW,0,42.355631,,42.355621
808,4970,1064091460518050012,16409310,Priority Hills, ,2,DPW,0,260.96351,204,260.963479
809,3540,1033861782609957011,13386180,Priority Hills, ,4,DPW,0,61.522738,405,61.522723
810,7370,2063371992719928012,26337495,Priority Hills, ,13,DDOT,0,89.302819,1302,89.302819
811,3323,1065262111719110012,16526330,Priority Hills,,1,DPW,0,175.751395,102,175.751379
812,12179,1075462049400364012,17546115,Primary,23,5,DPW,0,99.328469,,99.328452
813,10794,1038612097215541010,13861180,Secondary,24,6,DPW,0,153.255167,,153.255183
814,8975,3003301649520513012,30330250,Narrow Road, ,7,DPW,0,118.880398,703,118.880366
815,1207,2044071618016181012,24407507,Priority Hills, ,13,DDOT,0,19.654529,1303,19.654545
816,11416,1023591516920053012,12359465,Priority Hills, ,3,DPW,0,213.788891,306,213.788878
817,3851,2015341812216315012,21534235,Primary,49,12,DDOT,0,80.253538,,80.253536
818,11867,1086121745214883012,18612240,Secondary,3,2,DPW,0,148.353429,,148.353429
819,9161,2075462056715706012,27546100,Primary,45,10,DDOT,0,207.059551,,207.05957
820,1732,2001301722921767012,20130400,Secondary,42,10,DDOT,0,74.405539,,74.405539
821,8869,1001902047320474012,10190230,Priority Hills, ,4,DPW,0,131.842899,406,131.842899
822,4907,1057982112915285012,15798530,Priority Hills, ,3,DPW,0,129.086671,302,129.086649
823,8061,1001301557121714012,10130560,Secondary,33,9,DPW,0,119.020537,,119.020537
824,12627,3037211870615504012,33721125,Priority Hills, ,7,DPW,0,917.177291,701,917.177329
825,2602,1063761571015823012,16376620,Secondary,1,1,DPW,0,154.260406,,154.260429
826,10273,1059601593717647012,15960475,Primary,6,2,DPW,0,202.562453,,202.562477
827,2696,3063501602216023012,36350230,Secondary,63,7,DPW,0,98.43042,,98.430442
828,4830,3003101868214966012,30310275,Priority Hills, ,7,DPW,0,114.478249,703,114.478248
829,8634,1036721786914569012,13672060,Primary,19,4,DPW,0,67.26072,,67.260747
830,4912,2059471539917648012,25947065,Secondary,51,12,DDOT,0,48.052628,,48.052624
831,2107,1031331969319263012,13133020,Secondary,27,5,DPW,0,132.455584,,132.455597
832,3777,1001402174222045012,10140800,Priority Hills, ,9,DPW,0,85.410736,902,85.410745
833,3341,2023331896716925012,22333540,Priority Hills, ,10,DDOT,0,577.802464,1002,577.802459
834,1403,3004002172919486012,30400170,Priority Hills, ,7,DPW,0,89.646448,702,89.64646
835,11752,1000502120621207012,10050520,Secondary,31,9,DPW,0,130.15849,,130.15849
836,2607,1052971517500459012,15297210,Primary,13,4,DPW,0,365.222009,,365.222019
837,9625,1018782071618737012,11878060,Narrow Road, ,10,DDOT,0,52.715107,1003,52.71509
838,7203,3062072221620197012,36207160,Priority Hills, ,7,DPW,0,128.865966,706,128.865962
839,7274,3062071762016456012,36207140,Secondary,65,7,DPW,0,107.072471,,107.072459
840,12718,1053492138521386011,15349200,Primary,22,6,DPW,0,151.531292,,151.53131
841,6261,3075661684319383012,37566095,Secondary,61,14,DPW,0,98.814373,,98.814361
842,3065,1071631757315520012,17163365,Secondary,3,2,DPW,0,26.500071,,26.500071
843,7569,4050441646819677012,45044019,Secondary,69,8,DPW,0,53.214835,,53.214849
844,9032,2076241547815078012,27624025,Priority Hills, ,10,DDOT,0,14.0297,1001,14.029708
845,10626,2084561897620423012,28456020,Secondary,45,10,DDOT,0,128.211558,,128.211542
846,4145,1057001367517297012,15700497,Primary,7,3,DPW,0,154.712179,,154.712165
847,48,1001702178717653011,10170175,Secondary,16,4,DPW,0,82.130123,,82.130139
848,2236,2002401502515026012,20240360,Secondary,40,11,DDOT,0,109.280052,,109.280022
849,8802,2061552045716703012,26155195,Secondary,58,11,DDOT,0,262.502902,,262.50291
850,3089,3092881345417583012,39288340,Secondary,67,8,DPW,0,80.619923,,80.619942
851,5365,5065321600107696012,56532470,Primary,36,10,DDOT,0,259.099365,,259.099392
852,2618,1074161250118174012,17416310,Priority Hills,,3,DPW,0,104.356166,308,104.356172
853,10057,3009362004318430012,30936320,Primary,64,7,DPW,0,86.652434,,86.652434
854,8492,1001801466618728010,10180025,Secondary,24,6,DPW,0,98.449553,,98.449538
855,3477,1004301486820467012,10430300,Narrow Road, ,3,DPW,0,110.526424,304,110.526462
856,6815,1002101579416936011,10210060,Secondary,21,6,DPW,0,107.48638,,107.486371
857,10668,3071111533314939012,37111230,Secondary,65,7,DPW,0,76.875655,,76.875643
858,4273,1090151807517576012,19015465,Secondary,10,3,DPW,0,187.265121,,187.265121
859,1566,1060121470816400012,16012310,Secondary,5,1,DPW,0,24.520715,,24.520715
860,8639,1020021955217315012,12002480,Priority Hills, ,3,DPW,0,112.119036,303,112.11905
861,12875,1000502120721413012,10050530,Secondary,31,9,DPW,0,118.868239,,118.868222
862,10777,2001701871818741011,20170040,Secondary,49,12,DDOT,0,76.690908,,76.690892
863,8539,2060581750015466012,26058000,Primary,43,4,DDOT,0,94.157127,,94.157144
864,9767,3015341444319378012,31534505,Primary,57,14,DPW,0,54.422639,,54.422627
865,5066,4060411583714981011,46041125,NPS, ,,NPS,0,164.174269,,164.174237
866,10409,5065321976306759012,56532100,Primary,46,5,DDOT,0,134.944597,,134.944566
867,1870,5065321661915225012,56532250,Primary,46,4,DDOT,0,119.142414,,119.142361
868,2258,1056551630221518010,15655035,Primary,17,4,DPW,0,33.353402,,33.353435
869,6511,5065320769616245012,56532490,Primary,36,10,DDOT,0,60.204295,,60.204283
870,4822,1087232011417933012,18723150,Primary,19,4,DPW,0,169.991947,,169.991963
871,4729,1073252198016587011,17325100,Narrow Road, ,9,DPW,0,218.713969,910,218.713972
872,11270,1060122108118339012,16012400,Secondary,5,1,DPW,0,104.10145,,104.101476
873,5367,1002301898918990011,10230150,Primary,22,6,DPW,0,24.106488,,24.106499
874,1807,1043741508600130012,14374185,Secondary,13,4,DPW,0,81.82661,,81.826603
875,6721,1050890003100032012,15089120,Primary,25,5,DPW,0,134.014302,,134.014271
876,1093,2061162044519424012,26116397,Secondary,56,14,DPW,0,167.099674,,167.099711
877,777,3040751575815759012,34075160,Primary,63,7,DPW,0,27.702709,,27.702709
878,11268,1011501945716581012,11150230,Priority Hills, ,4,DPW,0,239.367431,406,239.36747
879,9157,2038611690520881011,23861070,Narrow Road, ,12,DDOT,0,104.693631,1201,104.693615
880,2092,2054662125819749012,25466478,Priority Hills, ,13,DDOT,0,73.431369,1302,73.431385
881,3794,5031911807818079012,53191080,Secondary,54,12,DDOT,0,104.571069,,104.571085
882,9555,1059731493616382012,15973340,Priority Hills, ,3,DPW,0,132.266439,302,132.266421
883,5123,2000401888818372011,20040130,Secondary,47,11,DDOT,0,155.372495,,155.37248
884,2853,1084301530517437012,18430170,Priority Hills, ,9,DPW,0,294.55381,901,294.553821
885,5669,3001102180017589012,30110080,Secondary,55,12,DDOT,0,97.260275,,97.260243
886,5199,1080991892918116012,18099140,Priority Hills, ,9,DPW,0,257.061595,907,257.061605
887,12200,1037891787919495012,13789290,Primary,10,3,DPW,0,153.873209,,153.873165
888,8655,1047121657820893011,14712230,Priority Hills, ,3,DPW,0,183.366727,305,183.366743
889,11418,3059452022617633012,35945270,Primary,67,8,DPW,0,57.718298,,57.7183
890,6599,1051021947218689012,15102120,Secondary,29,9,DPW,0,97.034686,,97.034681
891,13026,1053491573617650011,15349116,Primary,22,5,DPW,0,40.069235,,40.069207
892,9284,1000501603617127011,10050410,Secondary,31,10,DDOT,0,118.799055,,118.799054
893,535,3059451531715318010,35945223,Primary,67,7,DPW,0,15.521602,,15.521618
894,9547,1060641639820827012,16064335,Primary,2,1,DPW,0,254.668623,,254.668651
895,11895,1068382116717527012,16838205,Secondary,21,6,DPW,0,76.125101,,76.125109
896,10171,3040751928516498012,34075175,Primary,63,7,DPW,0,47.486151,,47.486151
897,10909,1024632099820999012,12463172,Secondary,15,4,DPW,0,22.039132,,22.039122
898,2318,1011571565416919012,11157110,Secondary,32,9,DPW,0,128.903617,,128.90362
899,4292,1080081832516943012,18008280,Secondary,18,4,DPW,0,54.933717,,54.933695
900,506,2061161528715288012,26116387,Secondary,56,14,DPW,0,100.447228,,100.447228
901,7003,2059601803515006012,25960030,Primary,46,12,DDOT,0,140.33294,,140.332945
902,4110,1011441460621854012,11144345,Narrow Road, ,2,DPW,0,104.375403,204,104.375407
903,2287,1061421621815750012,16142090,Secondary,13,4,DPW,0,74.839495,,74.839543
904,11474,1005001579218241012,10500420,Priority Hills, ,3,DPW,0,235.463832,301,235.463838
905,1402,3092881534715348012,39288380,Secondary,67,8,DPW,0,85.428513,,85.428497
906,9730,1015082040116550010,11508570,Narrow Road, ,1,DPW,0,88.908645,102,88.908656
907,987,3062071533313495012,36207155,Priority Hills, ,7,DPW,0,98.909221,706,98.909236
908,11443,1026911717621122012,12691070,Secondary,27,5,DPW,0,91.496552,,91.496542
909,6843,3038741451919567012,33874300,Priority Hills, ,7,DPW,0,195.038731,703,195.038742
910,7228,3001301780818509011,30130000,Secondary,53,12,DDOT,0,61.310187,,61.310197
911,13032,2017611468020223012,21761170,Narrow Road, ,10,DDOT,0,144.345525,1006,144.345525
912,1495,3000601636516366011,30060075,Secondary,53,12,DDOT,0,27.907001,,27.90698
913,5314,2001101891418967012,20110520,Priority Hills, ,10,DDOT,0,106.869167,1002,106.869161
914,9370,2061551946719800012,26155178,Secondary,58,11,DDOT,0,54.565654,,54.565659
915,8650,1052061557021483012,15206130,Secondary,31,9,DPW,0,323.46391,,323.463936
916,1303,2075462152620163012,27546020,Primary,45,10,DDOT,0,140.7682,,140.768157
917,4209,2031982040918739012,23198145,Secondary,59,13,DDOT,0,118.430688,,118.430711
918,671,1051351566515666012,15135530,Secondary,34,10,DDOT,0,103.583966,,103.583972
919,3953,2001702060116280011,20170020,Secondary,49,12,DDOT,0,143.220037,,143.22004
920,11669,1068381835021167012,16838200,Secondary,21,6,DPW,0,75.531479,,75.531465
921,3225,3034381764017641012,33438010,Priority Hills, ,12,DDOT,0,204.682137,1206,204.682141
922,12353,2019821500616185011,21982045,Secondary,53,12,DDOT,0,92.807094,,92.807093
923,4036,2031460977220780012,23146450,Narrow Road, ,13,DDOT,0,252.183996,1305,252.183991
924,4598,1001401853812954012,10140680,Secondary,37,9,DPW,0,84.171314,,84.171298
925,2139,1052321600416782010,15232110,Primary,14,4,DPW,0,170.364283,,170.3643
926,10433,2050891996920515012,25089110,Secondary,51,12,DDOT,0,111.792762,,111.792764
927,4573,3059601842520945012,35960145,Secondary,53,12,DDOT,0,110.939941,,110.939933
928,13163,1001901535614667011,10190020,Secondary,24,6,DPW,0,156.846586,,156.846556
929,3319,1042441770017701012,14244130,Primary,27,5,DPW,0,67.042592,,67.042544
930,522,1092691530915310012,19269490,Primary,4,1,DPW,0,77.774673,,77.77464
931,4060,1069811820315612010,16981140,Secondary,27,5,DPW,0,151.494181,,151.494142
932,12340,2002402130315025012,20240350,Secondary,40,11,DDOT,0,109.710802,,109.710817
933,4780,5081251485717765012,58125030,Secondary,28,5,DPW,0,107.79007,,107.790086
934,10464,2081442035718188012,28144400,Primary,40,10,DDOT,0,179.453386,,179.45338
935,4294,5031911832618327012,53191510,Primary,62,14,DPW,0,70.560702,,70.56072
936,3573,1092691614117509012,19269650,Secondary,2,1,DPW,0,91.748671,,91.74866
937,9351,2085211958919346012,28521050,Priority Hills, ,12,DDOT,0,162.046963,1202,162.046963
938,6185,4057852146619594012,45785000,Primary,28,5,DPW,0,69.544136,,69.544155
939,1307,4011701913019586012,41170000,Secondary,69,8,DPW,0,112.358708,,112.358745
940,5616,1002001910116303012,10200150,Primary,21,4,DPW,0,109.313367,,109.313355
941,5305,1059601540100544012,15960231,Primary,20,4,DPW,0,38.934045,,38.934068
942,2341,1001901565215541011,10190060,Primary,24,6,DPW,0,107.220365,,107.220363
943,11649,2061552149800896010,26155186,Secondary,58,11,DDOT,0,51.804091,,51.804077
944,11840,3088982123021231012,38898100,Priority Hills, ,8,DPW,0,101.304965,805,101.304977
945,10113,1010922052916479012,11092300,Primary,7,3,DPW,0,185.798828,,185.798816
946,98,3059451459814599010,35945200,Primary,67,7,DPW,0,30.986112,,30.986127
947,6763,2018981473918016012,21898180,Secondary,40,11,DDOT,0,190.943819,,190.943845
948,7217,1001801741414922010,10180071,Primary,24,6,DPW,0,68.485849,,68.48584
949,4681,2000601538415385010,20060000,Secondary,53,12,DDOT,0,125.160577,,125.160576
950,3447,1001901559322033012,10190195,Priority Hills, ,4,DPW,0,98.709994,405,98.71001
951,6198,1066041845418455010,16604145,Narrow Road, ,4,DPW,0,43.491327,402,43.491327
952,769,3000401451014580010,30040050,Secondary,53,12,DDOT,0,57.570597,,57.57058
953,3372,2000132200422005012,20013530,Secondary,38,10,DDOT,0,239.903193,,239.903167
954,8313,3079360832014373012,37936237,Priority Hills, ,7,DPW,0,123.907346,706,123.907337
955,9003,1057002027916298012,15700520,Primary,7,3,DPW,0,443.46687,,443.46688
956,11269,3082352141000930012,38235250,Priority Hills, ,7,DPW,0,125.934845,706,125.934841
957,6102,1091711493614653012,19171510,Priority Hills, ,3,DPW,0,144.405872,302,144.405883
958,8475,1051151982416455012,15115200,Priority Hills, ,4,DPW,0,163.378998,406,163.378978
959,8049,1002001996715542010,10200060,Primary,21,6,DPW,0,107.533351,,107.533336
960,5204,2084892160315273012,28489125,Secondary,44,10,DDOT,0,82.861861,,82.861862
961,7117,3075661975118491012,37566010,Secondary,61,14,DPW,0,23.265421,,23.265422
962,241,1088011851219491012,18801070,Secondary,31,10,DDOT,0,149.626585,,149.626569
963,6688,2061421789714877012,26142150,Secondary,42,10,DDOT,0,149.13843,,149.13843
964,2624,1084761562517214012,18476170,Priority Hills, ,9,DPW,0,205.161139,901,205.161138
